commune_code,commune_name,gender,party_code,list_name,votes,elected,P22_POP,MED21,TP6021,pct_female,pct_male,pct_age_0_14,pct_age_15_29,pct_age_30_44,pct_age_45_59,pct_age_60_74,pct_age_75_plus,pct_edu_vocational,pct_edu_bac,pct_edu_higher,pct_unemployed,city,year,tour,last_name,first_name,P16_POP
13055SR01,Marseille Secteur 1,F,LEXG,LISTE D'UNITE ET DE RESISTANCE contre la politique du gouvernement et de l'union europ�enne - SOUTENU PAR LE POI,84,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,RAYNAUD,Corinne,862211.0
13055SR01,Marseille Secteur 1,M,LFG,"MARSEILLE A GAUCHE, L'HUMAIN D'ABORD DANS NOTRE VILLE",2108,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,PELLICANI,Christian,862211.0
13055SR01,Marseille Secteur 1,M,LUG,Un Nouveau Cap pour les Marseillais avec PATRICK MENNUCCI,6331,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,MENNUCCI,Patrick,862211.0
13055SR01,Marseille Secteur 1,M,LDVG,UNION POUR MARSEILLE,139,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,AKROUNE,Adrien,862211.0
13055SR01,Marseille Secteur 1,M,LDVG,CHANGER LA DONNE,1635,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,BARLES,S�bastien,862211.0
13055SR01,Marseille Secteur 1,M,LDIV,ALLIANCE �COLOGISTE IND�PENDANTE,467,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,ABDOURAMANE,Said,862211.0
13055SR01,Marseille Secteur 1,F,LDIV,MARSEILLE J'Y CROIS (1er secteur),127,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,BRYA-BERTRAND,Somia,862211.0
13055SR01,Marseille Secteur 1,M,LUD,MARSEILLE EN AVANT AVEC JEAN-CLAUDE GAUDIN,9063,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,TIAN,Dominique,862211.0
13055SR01,Marseille Secteur 1,M,LFN,MARSEILLE BLEU MARINE (1er Secteur),3526,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,DEMEESTER,Dominique,862211.0
13055SR02,Marseille Secteur 2,M,LEXG,Liste d'Unit� et de R�sistance contre la politique du gouvernement et de l'union europ�enne Soutenue par le POI,34,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,BAURAND,Nicolas,862211.0
13055SR02,Marseille Secteur 2,F,LUD,MARSEILLE EN AVANT AVEC JEAN-CLAUDE GAUDIN,3405,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,BIAGGI,Solange,862211.0
13055SR02,Marseille Secteur 2,F,LFN,MARSEILLE BLEU MARINE,2329,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,MARTI,Jeanne,862211.0
13055SR02,Marseille Secteur 2,F,LEXG,LUTTE OUVRI�RE FAIRE ENTENDRE LE CAMP DES TRAVAILLEURS,121,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,BONNET,Isabelle,862211.0
13055SR02,Marseille Secteur 2,F,LFG,MARSEILLE � Gauche L'HUMAIN D'ABORD DANS NOTRE VILLE,1001,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,BATOUX,Marie,862211.0
13055SR02,Marseille Secteur 2,M,LUG,UN NOUVEAU CAP POUR LES MARSEILLAIS AVEC PATRICK MENNUCCI,2458,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,CASELLI,Eug�ne,862211.0
13055SR02,Marseille Secteur 2,F,LDVG,CHANGER LA DONNE,762,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,BEN MOHAMED,Kaouther,862211.0
13055SR02,Marseille Secteur 2,F,LDVG,UNION POUR MARSEILLE,3352,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,NARDUCCI,Lisette,862211.0
13055SR02,Marseille Secteur 2,M,LDIV,MARSEILLE J'Y CROIS,106,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,CAMILLERI,Eddy,862211.0
13055SR02,Marseille Secteur 2,M,LDIV,MARSEILLE POPULAIRE,199,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,DJELLIL,Omar,862211.0
13055SR02,Marseille Secteur 2,M,LDIV,MARSEILLE ENSEMBLE,313,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,MESSAS,Lakbir,862211.0
13055SR03,Marseille Secteur 3,F,LFG,"MARSEILLE A GAUCHE, L'HUMAIN D'ABORD DANS NOTRE VILLE",2322,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,PASQUET,Isabelle,862211.0
13055SR03,Marseille Secteur 3,F,LUG,UN NOUVEAU CAP POUR LES MARSEILLAIS AVEC PATRICK MENNUCCI,7425,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,CARLOTTI,Marie-Arlette,862211.0
13055SR03,Marseille Secteur 3,M,LDVG,UNION POUR MARSEILLE,274,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,BISMUTH,Robert,862211.0
13055SR03,Marseille Secteur 3,F,LDVG,Changer la Donne,1552,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,RUBIROLA-BLANC,Mich�le,862211.0
13055SR03,Marseille Secteur 3,M,LDIV,MARSEILLE J'Y CROIS,406,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,PERSIA,Alain,862211.0
13055SR03,Marseille Secteur 3,M,LUD,MARSEILLE EN AVANT AVEC JEAN-CLAUDE GAUDIN,12575,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,GILLES,Bruno,862211.0
13055SR03,Marseille Secteur 3,F,LDVD,Une qualit� de vie pour tous,93,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,SAID,Elisabeth,862211.0
13055SR03,Marseille Secteur 3,M,LFN,MARSEILLE BLEU MARINE,5464,False,,,,52.58,47.42,18.4,19.4,19.38,18.69,14.56,9.57,19.16,16.4,31.45,18.32,Marseille,2014,1,BAUMANN,Jean-Pierre,862211.0
