commune_code,commune_name,last_name,first_name,gender,party_code,list_name,votes,elected,P16_POP,pct_female,pct_male,pct_age_0_14,pct_age_15_29,pct_age_30_44,pct_age_45_59,pct_age_60_74,pct_age_75_plus,pct_edu_vocational,pct_edu_bac,pct_edu_higher,pct_unemployed
28085,Chartres,BRIERE-SAUNIER,Thibaut,M,LFN,Rassemblement bleu marine pour Chartres,1088,True,38752.0,53.58,46.42,17.0,18.89,18.3,18.18,15.48,12.15,21.61,15.16,33.44,14.23
28088,Chï¿½teaudun,GARCIA,Dominique,F,LFG,"LE FRONT DE GAUCHE A CHATEAUDUN ""L'HUMAIN D'ABORD",235,False,13077.0,50.74,49.26,16.55,18.18,17.18,17.73,16.51,13.84,28.12,13.15,16.67,18.96
28088,Chï¿½teaudun,VERDIER,Fabien,M,LUG,Chï¿½teaudun 2020,1084,False,13077.0,50.74,49.26,16.55,18.18,17.18,17.73,16.51,13.84,28.12,13.15,16.67,18.96
28088,Chï¿½teaudun,PHILIPPOT,Jï¿½rï¿½me,M,LUD,ENSEMBLE REDYNAMISONS CHATEAUDUN,1157,False,13077.0,50.74,49.26,16.55,18.18,17.18,17.73,16.51,13.84,28.12,13.15,16.67,18.96
28088,Chï¿½teaudun,HUGUET,Didier,M,LDVD,UNIS POUR AGIR AVEC VOUS,1101,False,13077.0,50.74,49.26,16.55,18.18,17.18,17.73,16.51,13.84,28.12,13.15,16.67,18.96
28088,Chï¿½teaudun,VENOT,Alain,M,LDVD,POUR CHAQUE DUNOIS,1437,False,13077.0,50.74,49.26,16.55,18.18,17.18,17.73,16.51,13.84,28.12,13.15,16.67,18.96
28089,Chï¿½teauneuf-en-Thymerais,GABORIAU,Jean-Pierre,M,LUDI,BIEN VIVRE A CHATEAUNEUF,604,True,2641.0,54.51,45.49,19.3,16.18,17.25,18.29,15.79,13.18,33.29,14.73,17.47,13.62
28094,Chaudon,GUET,Jean-Jacques,M,LDVG,CHAUDON 2020,487,True,1680.0,50.3,49.7,21.05,15.76,20.72,20.22,14.49,7.76,32.67,17.57,23.2,7.51
28096,La Chaussï¿½e-d'Ivry,PECQUENARD,Francis,M,LDVD,POUR LA CHAUSSE D'IVRY TOUS UNIS ... DEMAIN,390,True,1123.0,50.13,49.87,20.35,16.06,18.84,21.28,18.17,5.3,31.87,19.4,21.48,9.61
28098,Cherisy,LEFEU,Jean-Pierre,M,LDVG,UNIS POUR CHERISY,308,True,1870.0,50.81,49.19,20.61,12.16,20.47,20.16,17.61,8.99,30.96,15.5,24.68,8.95
28098,Cherisy,LETHUILLIER,Michel,M,LDVD,CHERISY AVENIR PROSPERITE CAP 2014.2020,677,True,1870.0,50.81,49.19,20.61,12.16,20.47,20.16,17.61,8.99,30.96,15.5,24.68,8.95
28099,Chuisnes,JAULNEAU,Jacky,M,LDVG,Ensemble pour Chuisnes,358,True,1122.0,49.92,50.08,22.91,15.43,22.6,18.96,14.5,5.59,33.56,16.9,21.42,8.57
28103,Cloyes-sur-le-Loir,VIGIER,Philippe,M,LUD,TOUS ENSEMBLE POUR CLOYES,1178,True,5710.0,51.08,48.92,16.67,11.47,15.89,20.54,20.58,14.85,31.08,14.46,17.23,10.83
