year,file,stage,commune_code,commune_name,is_dom_tom
2014,plus_1000_tour2,income,ZA116,Morne-�-l'Eau,True
2014,plus_1000_tour2,income,ZA119,Petit-Canal,True
2014,plus_1000_tour2,income,ZA121,Pointe-Noire,True
2014,plus_1000_tour2,income,ZA122,Port-Louis,True
2014,plus_1000_tour2,income,ZA128,Sainte-Anne,True
2014,plus_1000_tour2,income,ZA129,Sainte-Rose,True
2014,plus_1000_tour2,income,ZB204,Le Carbet,True
2014,plus_1000_tour2,income,ZB207,Ducos,True
2014,plus_1000_tour2,income,ZB210,Le Fran�ois,True
2014,plus_1000_tour2,income,ZB212,Gros-Morne,True
2014,plus_1000_tour2,income,ZB216,Le Marigot,True
2014,plus_1000_tour2,income,ZB220,Rivi�re-Pilote,True
2014,plus_1000_tour2,income,ZB223,Saint-Esprit,True
2014,plus_1000_tour2,income,ZB226,Sainte-Anne,True
2014,plus_1000_tour2,income,ZB227,Sainte-Luce,True
2014,plus_1000_tour2,income,ZC304,Kourou,True
2014,plus_1000_tour2,income,ZC305,Macouria,True
2014,plus_1000_tour2,income,ZC307,Matoury,True
2014,plus_1000_tour2,income,ZC309,Remire-Montjoly,True
2014,plus_1000_tour2,income,ZC312,Sinnamary,True
2014,plus_1000_tour2,income,ZC361,Awala-Yalimapo,True
2014,plus_1000_tour2,income,ZC362,Papaichton,True
2014,plus_1000_tour2,income,ZD405,Petite-Ile,True
2014,plus_1000_tour2,income,ZD406,La Plaine-des-Palmistes,True
2014,plus_1000_tour2,income,ZD407,Le Port,True
2014,plus_1000_tour2,income,ZD408,La Possession,True
2014,plus_1000_tour2,income,ZD409,Saint-Andr�,True
2014,plus_1000_tour2,income,ZD410,Saint-Beno�t,True
2014,plus_1000_tour2,income,ZD411,Saint-Denis,True
2014,plus_1000_tour2,income,ZD414,Saint-Louis,True
2014,plus_1000_tour2,income,ZD415,Saint-Paul,True
2014,plus_1000_tour2,income,ZD419,Sainte-Rose,True
2014,plus_1000_tour2,income,ZD420,Sainte-Suzanne,True
2014,plus_1000_tour2,income,ZD422,Le Tampon,True
2014,plus_1000_tour2,income,ZD423,Les Trois-Bassins,True
2014,plus_1000_tour2,income,ZD424,Cilaos,True
2014,plus_1000_tour2,income,ZM501,Acoua,True
2014,plus_1000_tour2,income,ZM502,Bandraboua,True
2014,plus_1000_tour2,income,ZM503,Bandrele,True
2014,plus_1000_tour2,income,ZM504,Bou�ni,True
2014,plus_1000_tour2,income,ZM505,Chiconi,True
2014,plus_1000_tour2,income,ZM506,Chirongui,True
2014,plus_1000_tour2,income,ZM507,Dembeni,True
2014,plus_1000_tour2,income,ZM509,Kani-K�li,True
2014,plus_1000_tour2,income,ZM510,Koungou,True
2014,plus_1000_tour2,income,ZM511,Mamoudzou,True
2014,plus_1000_tour2,income,ZM512,Mtsamboro,True
2014,plus_1000_tour2,income,ZM513,M'Tsangamouji,True
2014,plus_1000_tour2,income,ZM514,Ouangani,True
2014,plus_1000_tour2,income,ZM515,Pamandzi,True
2014,plus_1000_tour2,income,ZM517,Tsingoni,True
2014,plus_1000_tour2,income,ZN802,Boulouparis,True
2014,plus_1000_tour2,income,ZN803,Bourail,True
2014,plus_1000_tour2,income,ZN805,Dumb�a,True
2014,plus_1000_tour2,income,ZN808,Houailou,True
2014,plus_1000_tour2,income,ZN809,Ile des Pins,True
2014,plus_1000_tour2,income,ZN810,Kaala-Gomen,True
2014,plus_1000_tour2,income,ZN812,Koumac,True
2014,plus_1000_tour2,income,ZN815,Mar�,True
2014,plus_1000_tour2,income,ZN817,Mont-Dore,True
2014,plus_1000_tour2,income,ZN818,Noum�a,True
2014,plus_1000_tour2,income,ZN819,Ou�goa,True
2014,plus_1000_tour2,income,ZN820,Ouv�a,True
2014,plus_1000_tour2,income,ZN821,Pa�ta,True
2014,plus_1000_tour2,income,ZN823,Pon�rihouen,True
2014,plus_1000_tour2,income,ZN824,Pou�bo,True
2014,plus_1000_tour2,income,ZN825,Pouembout,True
2014,plus_1000_tour2,income,ZN826,Poum,True
2014,plus_1000_tour2,income,ZN827,Poya,True
2014,plus_1000_tour2,income,ZN830,Touho,True
2014,plus_1000_tour2,income,ZN831,Voh,True
2014,plus_1000_tour2,income,ZN832,Yat�,True
2014,plus_1000_tour2,income,ZN833,Kouaoua,True
2014,plus_1000_tour2,income,ZP012,Arue,True
2014,plus_1000_tour2,income,ZP014SN03,Bora-Bora Section 03 NUNUE,True
2014,plus_1000_tour2,income,ZP016SN02,Fakarava Section 02 KAUEHI,True
2014,plus_1000_tour2,income,ZP019,Gambier,True
2014,plus_1000_tour2,income,ZP022SN01,Hitiaa O Te Ra Section 01 HITIAA,True
2014,plus_1000_tour2,income,ZP022SN02,Hitiaa O Te Ra Section 02 MAHAENA,True
2014,plus_1000_tour2,income,ZP024SN01,Huahine Section 01 FAIE,True
2014,plus_1000_tour2,income,ZP024SN03,Huahine Section 03 FITII,True
2014,plus_1000_tour2,income,ZP024SN04,Huahine Section 04 HAAPU,True
2014,plus_1000_tour2,income,ZP024SN05,Huahine Section 05 MAEVA,True
2014,plus_1000_tour2,income,ZP025,Mahina,True
2014,plus_1000_tour2,income,ZP026SN03,Makemo Section 03 RAROIA,True
2014,plus_1000_tour2,income,ZP026SN04,Makemo Section 04 TAENGA,True
2014,plus_1000_tour2,income,ZP027SN02,Manihi Section 02 MANIHI,True
2014,plus_1000_tour2,income,ZP028,Maupiti,True
2014,plus_1000_tour2,income,ZP029SN02,Moorea-Maiao Section 02 HAAPITI,True
2014,plus_1000_tour2,income,ZP029SN03,Moorea-Maiao Section 03 PAOPAO,True
2014,plus_1000_tour2,income,ZP029SN04,Moorea-Maiao Section 04 PAPETOAI,True
2014,plus_1000_tour2,income,ZP029SN05,Moorea-Maiao Section 05 TEAVARO,True
2014,plus_1000_tour2,income,ZP031SN01,Nuku-Hiva Section 01 HATIHEU,True
2014,plus_1000_tour2,income,ZP031SN03,Nuku-Hiva Section 03 TAIPIVAI,True
2014,plus_1000_tour2,income,ZP033,Paea,True
2014,plus_1000_tour2,income,ZP035,Papeete,True
2014,plus_1000_tour2,income,ZP038,Punaauia,True
2014,plus_1000_tour2,income,ZP040SN04,Rangiroa Section 04 TIKEHAU,True
2014,plus_1000_tour2,income,ZP044SN03,Rurutu Section 03 MOERAI,True
2014,plus_1000_tour2,income,ZP045SN01,Tahaa Section 01 FAAAHA,True
2014,plus_1000_tour2,income,ZP045SN02,Tahaa Section 02 HAAMENE,True
2014,plus_1000_tour2,income,ZP045SN04,Tahaa Section 04 IRIPAU,True
2014,plus_1000_tour2,income,ZP045SN05,Tahaa Section 05 NIUA,True
2014,plus_1000_tour2,income,ZP045SN06,Tahaa Section 06 RUUTIA,True
2014,plus_1000_tour2,income,ZP045SN07,Tahaa Section 07 TAPUAMU,True
2014,plus_1000_tour2,income,ZP045SN08,Tahaa Section 08 VAITOARE,True
2014,plus_1000_tour2,income,ZP047SN01,Taiarapu-Est Section 01 AFAAHITI,True
2014,plus_1000_tour2,income,ZP047SN02,Taiarapu-Est Section 02 FAAONE,True
2014,plus_1000_tour2,income,ZP047SN03,Taiarapu-Est Section 03 PUEU,True
2014,plus_1000_tour2,income,ZP047SN04,Taiarapu-Est Section 04 TAUTIRA,True
2014,plus_1000_tour2,income,ZP048SN01,Taiarapu-Ouest Section 01 TEAHUPOO,True
2014,plus_1000_tour2,income,ZP048SN02,Taiarapu-Ouest Section 02 TOAHOTU,True
2014,plus_1000_tour2,income,ZP048SN03,Taiarapu-Ouest Section 03 VAIRAO,True
2014,plus_1000_tour2,income,ZP052SN01,Teva I Uta Section 01 MATAIEA,True
2014,plus_1000_tour2,income,ZP052SN02,Teva I Uta Section 02 PAPEARI,True
2014,plus_1000_tour2,income,ZP054SN03,Tumaraa Section 03 TEVAITOA,True
2014,plus_1000_tour2,income,ZP054SN04,Tumaraa Section 04 VAIAAU,True
2014,plus_1000_tour2,income,ZP057SN01,Ua-Pou Section 01 HAKAHAU,True
2014,plus_1000_tour2,income,ZP058,Uturoa,True
2014,less_1000_tour1,census,01119,Corcelles,False
2014,less_1000_tour1,census,01176,Le Grand-Abergement,False
2014,less_1000_tour1,census,01182,Groslée,False
2014,less_1000_tour1,census,01271,Nattages,False
2014,less_1000_tour1,census,01292,Le Petit-Abergement,False
2014,less_1000_tour1,census,01300,Le Poizat,False
2014,less_1000_tour1,census,01312,Pressiat,False
2014,less_1000_tour1,census,01340,Saint-Bois,False
2014,less_1000_tour1,census,01409,Songieu,False
2014,less_1000_tour1,census,02026,Artonges,False
2014,less_1000_tour1,census,02147,La Celle-sous-Montmirail,False
2014,less_1000_tour1,census,02161,La Chapelle-Monthodon,False
2014,less_1000_tour1,census,02325,Fontenelle-en-Brie,False
2014,less_1000_tour1,census,02348,Glennes,False
2014,less_1000_tour1,census,02479,Merval,False
2014,less_1000_tour1,census,02597,Perles,False
2014,less_1000_tour1,census,02646,Révillon,False
2014,less_1000_tour1,census,02669,Saint-Agnan,False
2014,less_1000_tour1,census,02771,Vauxcéré,False
2014,less_1000_tour1,census,02811,Villers-en-Prayères,False
2014,less_1000_tour1,census,03123,Givarlais,False
2014,less_1000_tour1,census,03153,Louroux-Hodement,False
2014,less_1000_tour1,census,04100,Larche,False
2014,less_1000_tour1,census,05005,Antonaves,False
2014,less_1000_tour1,census,05034,Châteauneuf-de-Chabre,False
2014,less_1000_tour1,census,05069,Lagrand,False
2014,less_1000_tour1,census,05143,Saint-Genis,False
2014,less_1000_tour1,census,08007,Les Alleux,False
2014,less_1000_tour1,census,08009,Amblimont,False
2014,less_1000_tour1,census,08114,Chéhéry,False
2014,less_1000_tour1,census,08261,Louvergny,False
2014,less_1000_tour1,census,08267,Mairy,False
2014,less_1000_tour1,census,08441,Termes,False
2014,less_1000_tour1,census,10277,Palis,False
2014,less_1000_tour1,census,10415,Villemaur-sur-Vanne,False
2014,less_1000_tour1,census,11050,Brenac,False
2014,less_1000_tour1,census,11171,Gueytes-et-Labastide,False
2014,less_1000_tour1,census,12005,Alpuech,False
2014,less_1000_tour1,census,12014,Aurelle-Verlac,False
2014,less_1000_tour1,census,12040,Buzeins,False
2014,less_1000_tour1,census,12081,Coussergues,False
2014,less_1000_tour1,census,12087,Cruéjouls,False
2014,less_1000_tour1,census,12112,Graissac,False
2014,less_1000_tour1,census,12114,Grand-Vabre,False
2014,less_1000_tour1,census,12117,Lacalm,False
2014,less_1000_tour1,census,12123,Lapanouse-de-severac,False
2014,less_1000_tour1,census,12126,Lavernhe,False
2014,less_1000_tour1,census,12173,Noailhac,False
2014,less_1000_tour1,census,12196,Recoules-Prévinquières,False
2014,less_1000_tour1,census,12218,Saint-Cyprien-sur-Dourdou,False
2014,less_1000_tour1,census,12245,Saint-Salvadou,False
2014,less_1000_tour1,census,12271,Sévérac-l'Eglise,False
2014,less_1000_tour1,census,12279,La Terrisse,False
2014,less_1000_tour1,census,12285,Vabre-Tizac,False
2014,less_1000_tour1,census,12304,Vitrac-en-Viadène,False
2014,less_1000_tour1,census,14028,Auquainville,False
2014,less_1000_tour1,census,14029,Les Autels-Saint-Bazile,False
2014,less_1000_tour1,census,14052,Beaulieu,False
2014,less_1000_tour1,census,14058,Bellou,False
2014,less_1000_tour1,census,14065,Bernières-le-Patry,False
2014,less_1000_tour1,census,14105,La Brévière,False
2014,less_1000_tour1,census,14113,Burcy,False
2014,less_1000_tour1,census,14115,Bures-les-Monts,False
2014,less_1000_tour1,census,14129,Campeaux,False
2014,less_1000_tour1,census,14139,Carville,False
2014,less_1000_tour1,census,14144,Caumont-sur-Orne,False
2014,less_1000_tour1,census,14148,Cerqueux,False
2014,less_1000_tour1,census,14152,La Chapelle-Engerbold,False
2014,less_1000_tour1,census,14153,La Chapelle-Haute-Grue,False
2014,less_1000_tour1,census,14154,La Chapelle-Yvon,False
2014,less_1000_tour1,census,14155,Cheffreville-Tonnencourt,False
2014,less_1000_tour1,census,14156,Chênedollé,False
2014,less_1000_tour1,census,14178,Corbon,False
2014,less_1000_tour1,census,14187,Coulonces,False
2014,less_1000_tour1,census,14188,Coulvain,False
2014,less_1000_tour1,census,14210,La Croupte,False
2014,less_1000_tour1,census,14213,Curcy-sur-Orne,False
2014,less_1000_tour1,census,14222,Le Désert,False
2014,less_1000_tour1,census,14255,Etouvy,False
2014,less_1000_tour1,census,14259,Familly,False
2014,less_1000_tour1,census,14264,La Ferrière-Harang,False
2014,less_1000_tour1,census,14265,Fervaques,False
2014,less_1000_tour1,census,14292,Friardel,False
2014,less_1000_tour1,census,14324,Hamars,False
2014,less_1000_tour1,census,14330,Heurtevent,False
2014,less_1000_tour1,census,14356,Lasson,False
2014,less_1000_tour1,census,14361,Lénault,False
2014,less_1000_tour1,census,14388,Maisoncelles-la-Jourdan,False
2014,less_1000_tour1,census,14395,Malloué,False
2014,less_1000_tour1,census,14414,Le Mesnil-Bacley,False
2014,less_1000_tour1,census,14418,Le Mesnil-Durand,False
2014,less_1000_tour1,census,14420,Le Mesnil-Germain,False
2014,less_1000_tour1,census,14429,Meulles,False
2014,less_1000_tour1,census,14432,Missy,False
2014,less_1000_tour1,census,14440,Montamy,False
2014,less_1000_tour1,census,14441,Mont-Bertrand,False
2014,less_1000_tour1,census,14442,Montchamp,False
2014,less_1000_tour1,census,14443,Montchauvet,False
2014,less_1000_tour1,census,14459,Les Moutiers-Hubert,False
2014,less_1000_tour1,census,14471,Notre-Dame-de-Courson,False
2014,less_1000_tour1,census,14503,Pierres,False
2014,less_1000_tour1,census,14518,Préaux-Saint-Sébastien,False
2014,less_1000_tour1,census,14521,Presles,False
2014,less_1000_tour1,census,14523,Proussy,False
2014,less_1000_tour1,census,14532,Le Reculey,False
2014,less_1000_tour1,census,14539,La Rocque,False
2014,less_1000_tour1,census,14545,Roullours,False
2014,less_1000_tour1,census,14549,Rully,False
2014,less_1000_tour1,census,14553,Saint-Agnan-le-Malherbe,False
2014,less_1000_tour1,census,14564,Saint-Charles-de-Percy,False
2014,less_1000_tour1,census,14573,Saint-Denis-Maisoncelles,False
2014,less_1000_tour1,census,14583,Saint-Germain-de-Montgommery,False
2014,less_1000_tour1,census,14585,Saint-Germain-du-Crioult,False
2014,less_1000_tour1,census,14615,Sainte-Marguerite-des-Loges,False
2014,less_1000_tour1,census,14618,Sainte-Marie-Laumont,False
2014,less_1000_tour1,census,14628,Saint-Martin-de-Sallen,False
2014,less_1000_tour1,census,14632,Saint-Martin-Don,False
2014,less_1000_tour1,census,14633,Saint-Martin-du-Mesnil-Oury,False
2014,less_1000_tour1,census,14634,Saint-Michel-de-Livet,False
2014,less_1000_tour1,census,14636,Saint-Ouen-des-Besaces,False
2014,less_1000_tour1,census,14638,Saint-Ouen-le-Houx,False
2014,less_1000_tour1,census,14647,Saint-Pierre-de-Mailloc,False
2014,less_1000_tour1,census,14653,Saint-Pierre-la-Vieille,False
2014,less_1000_tour1,census,14655,Saint-Pierre-Tarentaine,False
2014,less_1000_tour1,census,14670,Secqueville-en-Bessin,False
2014,less_1000_tour1,census,14686,Le Theil-Bocage,False
2014,less_1000_tour1,census,14693,Tordouet,False
2014,less_1000_tour1,census,14696,Tortisambert,False
2014,less_1000_tour1,census,14704,Le Tourneur,False
2014,less_1000_tour1,census,14717,Truttemer-le-Grand,False
2014,less_1000_tour1,census,14718,Truttemer-le-Petit,False
2014,less_1000_tour1,census,14727,Vaubadon,False
2014,less_1000_tour1,census,14746,Viessoix,False
2014,less_1000_tour1,census,15068,Faverolles,False
2014,less_1000_tour1,census,15071,Fournoulès,False
2014,less_1000_tour1,census,15150,Pers,False
2014,less_1000_tour1,census,15195,Saint-Just,False
2014,less_1000_tour1,census,15197,Saint-Marc,False
2014,less_1000_tour1,census,16021,Aubeville,False
2014,less_1000_tour1,census,16043,Bignac,False
2014,less_1000_tour1,census,16092,Chavenat,False
2014,less_1000_tour1,census,16172,Juillaguet,False
2014,less_1000_tour1,census,16179,Lamérac,False
2014,less_1000_tour1,census,16201,Mainfonds,False
2014,less_1000_tour1,census,16257,Péreuil,False
2014,less_1000_tour1,census,16262,Plaizac,False
2014,less_1000_tour1,census,16322,Saint-Germain-de-Confolens,False
2014,less_1000_tour1,census,16371,Sonneville,False
2014,less_1000_tour1,census,17040,La Benâte,False
2014,less_1000_tour1,census,17238,Moings,False
2014,less_1000_tour1,census,17371,Saint-Maurice-de-Tavernole,False
2014,less_1000_tour1,census,19282,Venarsal,False
2014,less_1000_tour1,census,21318,Ivry-en-Montagne,False
2014,less_1000_tour1,census,22051,Dolo,False
2014,less_1000_tour1,census,22058,La Ferrière,False
2014,less_1000_tour1,census,22080,L'Hermitage-Lorge,False
2014,less_1000_tour1,census,22102,Langourla,False
2014,less_1000_tour1,census,22297,Saint-Gouéno,False
2014,less_1000_tour1,census,22303,Saint-Jacut-du-Mené,False
2014,less_1000_tour1,census,22367,Tréméloir,False
2014,less_1000_tour1,census,23161,Rimondeix,False
2014,less_1000_tour1,census,24118,Chenaud,False
2014,less_1000_tour1,census,24219,Labouquerie,False
2014,less_1000_tour1,census,24239,Ligueux,False
2014,less_1000_tour1,census,24298,Mouzens,False
2014,less_1000_tour1,census,24310,Nojals-et-Clotte,False
2014,less_1000_tour1,census,24343,Puymangou,False
2014,less_1000_tour1,census,24363,Saint-Amand-de-Belvès,False
2014,less_1000_tour1,census,24430,Saint-Julien-de-Bourdeilles,False
2014,less_1000_tour1,census,24435,Saint-Laurent-des-Bâtons,False
2014,less_1000_tour1,census,24439,Saint-Laurent-sur-Manoire,False
2014,less_1000_tour1,census,24497,Sainte-Sabine-Born,False
2014,less_1000_tour1,census,25028,Athose,False
2014,less_1000_tour1,census,25076,Bonnevaux-le-Prieuré,False
2014,less_1000_tour1,census,25128,Chasnans,False
2014,less_1000_tour1,census,25302,Hautepierre-le-Châtelet,False
2014,less_1000_tour1,census,25480,Rantechaux,False
2014,less_1000_tour1,census,25509,Routelle,False
2014,less_1000_tour1,census,25530,Sancey-le-Long,False
2014,less_1000_tour1,census,25585,Vanclans,False
2014,less_1000_tour1,census,26187,Molières-Glandaz,False
2014,less_1000_tour1,census,26366,Veaunes,False
2014,less_1000_tour1,census,27007,Ajou,False
2014,less_1000_tour1,census,27024,Le Roncenay-Authenay,False
2014,less_1000_tour1,census,27060,Berthenonville,False
2014,less_1000_tour1,census,27084,Bosc-Bénard-Commin,False
2014,less_1000_tour1,census,27088,Bosc-Renoult-en-Ouche,False
2014,less_1000_tour1,census,27121,Bus-Saint-Rémy,False
2014,less_1000_tour1,census,27122,Cahaignes,False
2014,less_1000_tour1,census,27128,Cantiers,False
2014,less_1000_tour1,census,27145,Chanteloup,False
2014,less_1000_tour1,census,27159,Cintray,False
2014,less_1000_tour1,census,27160,Civières,False
2014,less_1000_tour1,census,27166,Condé-sur-Iton,False
2014,less_1000_tour1,census,27172,Corneuil,False
2014,less_1000_tour1,census,27195,Dame-Marie,False
2014,less_1000_tour1,census,27197,Dampsmesnil,False
2014,less_1000_tour1,census,27211,Ecardenville-sur-Eure,False
2014,less_1000_tour1,census,27221,Epinay,False
2014,less_1000_tour1,census,27225,Les Essarts,False
2014,less_1000_tour1,census,27244,Flancourt-Catelon,False
2014,less_1000_tour1,census,27250,Fontaine-Heudebourg,False
2014,less_1000_tour1,census,27255,Fontenay,False
2014,less_1000_tour1,census,27257,Forêt-la-Folie,False
2014,less_1000_tour1,census,27262,Fourges,False
2014,less_1000_tour1,census,27264,Fours-en-Vexin,False
2014,less_1000_tour1,census,27283,Gisay-la-Coudre,False
2014,less_1000_tour1,census,27292,Gouttières,False
2014,less_1000_tour1,census,27293,Gouville,False
2014,less_1000_tour1,census,27296,Grandchain,False
2014,less_1000_tour1,census,27303,Guernanville,False
2014,less_1000_tour1,census,27305,La Guéroulde,False
2014,less_1000_tour1,census,27308,Guitry,False
2014,less_1000_tour1,census,27356,Jonquerets-de-Livet,False
2014,less_1000_tour1,census,27362,Landepéreuse,False
2014,less_1000_tour1,census,27387,Manthelon,False
2014,less_1000_tour1,census,27449,Panilleuse,False
2014,less_1000_tour1,census,27484,Quessigny,False
2014,less_1000_tour1,census,27499,La Roussière,False
2014,less_1000_tour1,census,27503,Le Sacq,False
2014,less_1000_tour1,census,27506,Saint-Amand-des-Hautes-Terres,False
2014,less_1000_tour1,census,27513,Saint-Aubin-des-Hayes,False
2014,less_1000_tour1,census,27515,Saint-Aubin-le-Guichard,False
2014,less_1000_tour1,census,27519,Sainte-Barbe-sur-Gaillon,False
2014,less_1000_tour1,census,27526,Sainte-Croix-sur-Aizier,False
2014,less_1000_tour1,census,27532,Saint-Denis-du-Béhélan,False
2014,less_1000_tour1,census,27566,Sainte-Marguerite-en-Ouche,False
2014,less_1000_tour1,census,27573,Saint-Nicolas-d'Attez,False
2014,less_1000_tour1,census,27574,Saint-Nicolas-du-Bosc,False
2014,less_1000_tour1,census,27596,Saint-Pierre-du-Mesnil,False
2014,less_1000_tour1,census,27628,Thevray,False
2014,less_1000_tour1,census,27634,Thomer-la-Sôgne,False
2014,less_1000_tour1,census,27636,Le Thuit-Anger,False
2014,less_1000_tour1,census,27637,Thuit-Hébert,False
2014,less_1000_tour1,census,27639,Le Thuit-Simer,False
2014,less_1000_tour1,census,27653,Tourny,False
2014,less_1000_tour1,census,27687,Vieux-Villez,False
2014,less_1000_tour1,census,27688,Villalet,False
2014,less_1000_tour1,census,28020,Baignolet,False
2014,less_1000_tour1,census,28069,Champagne,False
2014,less_1000_tour1,census,28145,Fains-la-Folie,False
2014,less_1000_tour1,census,28179,Germignonville,False
2014,less_1000_tour1,census,28258,Montainville,False
2014,less_1000_tour1,census,28288,Orlu,False
2014,less_1000_tour1,census,28297,Pézy,False
2014,less_1000_tour1,census,28320,Rouvray-Saint-Florentin,False
2014,less_1000_tour1,census,28402,Vérigny,False
2014,less_1000_tour1,census,28416,Villeneuve-Saint-Nicolas,False
2014,less_1000_tour1,census,29127,Loc-Eguiner-Saint-Thégonnec,False
2014,less_1000_tour1,census,32168,Labarrère,False
2014,less_1000_tour1,census,33371,Saint-Antoine,False
2014,less_1000_tour1,census,35158,Le Lou-du-Lac,False
2014,less_1000_tour1,census,36151,Parpeçay,False
2014,less_1000_tour1,census,36183,Sainte-Cécile,False
2014,less_1000_tour1,census,36201,Saint-Martin-de-Lamps,False
2014,less_1000_tour1,census,36245,Villers-les-Ormes,False
2014,less_1000_tour1,census,38024,Badinières,False
2014,less_1000_tour1,census,38028,La Bâtie-Divisin,False
2014,less_1000_tour1,census,38145,Dionay,False
2014,less_1000_tour1,census,39161,Communailles-en-Montagne,False
2014,less_1000_tour1,census,39213,Esserval-Combe,False
2014,less_1000_tour1,census,39215,Essia,False
2014,less_1000_tour1,census,39226,Florentia,False
2014,less_1000_tour1,census,39260,Granges-sur-Baume,False
2014,less_1000_tour1,census,39294,Lézat,False
2014,less_1000_tour1,census,39332,Mirebel,False
2014,less_1000_tour1,census,39340,Molpré,False
2014,less_1000_tour1,census,39371,Mouille (La),False
2014,less_1000_tour1,census,39382,Nantey,False
2014,less_1000_tour1,census,39438,Ponthoux,False
2014,less_1000_tour1,census,39442,Prénovel,False
2014,less_1000_tour1,census,39482,Saint-Germain-lès-Arlay,False
2014,less_1000_tour1,census,39488,Saint-Laurent-la-Roche,False
2014,less_1000_tour1,census,39509,Senaud,False
2014,less_1000_tour1,census,39544,Varessia,False
2014,less_1000_tour1,census,41023,Bourré,False
2014,less_1000_tour1,census,41056,La Colombe,False
2014,less_1000_tour1,census,41133,Membrolles,False
2014,less_1000_tour1,census,41169,Orchaise,False
2014,less_1000_tour1,census,41183,Prénouvellon,False
2014,less_1000_tour1,census,41244,Semerville,False
2014,less_1000_tour1,census,41264,Tripleville,False
2014,less_1000_tour1,census,41270,Verdes,False
2014,less_1000_tour1,census,42114,Jeansagnière,False
2014,less_1000_tour1,census,43081,Croisances,False
2014,less_1000_tour1,census,43255,Vazeilles-près-Saugues,False
2014,less_1000_tour1,census,44034,La Chapelle-Saint-Sauveur,False
2014,less_1000_tour1,census,44060,Le Fresne-sur-Loire,False
2014,less_1000_tour1,census,45057,Labrosse,False
2014,less_1000_tour1,census,45106,Coudray,False
2014,less_1000_tour1,census,45190,Mainvilliers,False
2014,less_1000_tour1,census,45192,Manchecourt,False
2014,less_1000_tour1,census,45211,Montcorbon,False
2014,less_1000_tour1,census,45221,Nangeville,False
2014,less_1000_tour1,census,45236,Orveau-Bellesauve,False
2014,less_1000_tour1,census,46019,Beaumat,False
2014,less_1000_tour1,census,46025,Belmontet,False
2014,less_1000_tour1,census,46048,Calviac,False
2014,less_1000_tour1,census,46071,Comiac,False
2014,less_1000_tour1,census,46110,Fontanes-du-Causse,False
2014,less_1000_tour1,census,46141,Lacam-d'Ourcet,False
2014,less_1000_tour1,census,46150,Lamativie,False
2014,less_1000_tour1,census,46166,Lebreil,False
2014,less_1000_tour1,census,46261,Sainte-Croix,False
2014,less_1000_tour1,census,46275,Saint-Martin-de-Vers,False
2014,less_1000_tour1,census,46287,Saint-Paul-de-Loubressac,False
2014,less_1000_tour1,census,46291,Saint-Sauveur-la-Vallée,False
2014,less_1000_tour1,census,46325,Vaillac,False
2014,less_1000_tour1,census,46326,Valprionde,False
2014,less_1000_tour1,census,48022,Bédouès,False
2014,less_1000_tour1,census,48033,Canilhac,False
2014,less_1000_tour1,census,48062,Fontanes,False
2014,less_1000_tour1,census,48066,Fraissinet-de-Lozère,False
2014,less_1000_tour1,census,48134,Saint-Andéol-de-Clerguemort,False
2014,less_1000_tour1,census,48162,Saint-Julien-d'Arpaon,False
2014,less_1000_tour1,census,48172,Saint-Maurice-de-Ventalon,False
2014,less_1000_tour1,census,48186,La Salle-Prunet,False
2014,less_1000_tour1,census,49005,Andigné,False
2014,less_1000_tour1,census,49024,Beausse,False
2014,less_1000_tour1,census,49025,Beauvau,False
2014,less_1000_tour1,census,49031,Bocé,False
2014,less_1000_tour1,census,49033,La Boissière-sur-Evre,False
2014,less_1000_tour1,census,49034,Botz-en-Mauges,False
2014,less_1000_tour1,census,49039,Bourgneuf-en-Mauges,False
2014,less_1000_tour1,census,49043,Brain-sur-Longuenée,False
2014,less_1000_tour1,census,49059,Les Cerqueux-sous-Passavant,False
2014,less_1000_tour1,census,49066,Champ-sur-Layon,False
2014,less_1000_tour1,census,49074,La Chapelle-Rousselin,False
2014,less_1000_tour1,census,49079,Chartrené,False
2014,less_1000_tour1,census,49084,Chaumont-d'Anjou,False
2014,less_1000_tour1,census,49085,La Chaussaire,False
2014,less_1000_tour1,census,49093,Chemiré-sur-Sarthe,False
2014,less_1000_tour1,census,49095,Chenillé-Changé,False
2014,less_1000_tour1,census,49097,Cheviré-le-Rouge,False
2014,less_1000_tour1,census,49111,Cossé-d'Anjou,False
2014,less_1000_tour1,census,49116,Cuon,False
2014,less_1000_tour1,census,49128,Echemiré,False
2014,less_1000_tour1,census,49133,Faveraye-Mâchelles,False
2014,less_1000_tour1,census,49139,Fontaine-Milon,False
2014,less_1000_tour1,census,49142,La Fosse-de-Tigné,False
2014,less_1000_tour1,census,49143,Fougeré,False
2014,less_1000_tour1,census,49147,Gée,False
2014,less_1000_tour1,census,49148,Gené,False
2014,less_1000_tour1,census,49154,Grézillé,False
2014,less_1000_tour1,census,49157,Le Guédéniau,False
2014,less_1000_tour1,census,49181,Louerre,False
2014,less_1000_tour1,census,49185,Lué-en-Baugeois,False
2014,less_1000_tour1,census,49225,Neuvy-en-Mauges,False
2014,less_1000_tour1,census,49230,Noyant-la-Plaine,False
2014,less_1000_tour1,census,49256,Rablay-sur-Layon,False
2014,less_1000_tour1,census,49258,La Renaudière,False
2014,less_1000_tour1,census,49268,Sainte-Christine,False
2014,less_1000_tour1,census,49270,Saint-Christophe-la-Couperie,False
